protein_id,class_id
6xjd_3:G:G_model1,14
7a08_5:I:g_model1,34
3j3q_1:IB:7h_model1,8
8jl9_3:G:G_model1,86
6i7o_41:OA:b_model1,17
7c2f_1:C:C_model1,90
3j6y_56:DB:S9_model1,16
1o19_4:FA:6_model1,90
6yov_4:D:D_model1,56
3j3q_1:VMA:iN_model1,8
8gsw_1:A:A_model1,61
8iej_5:F:H_model1,56
5avb_4:D:D_model1,56
6see_4:H:H_model1,34
4wyb_1:M:M_model1,90
4a0v_1:H:H_model1,66
3lz0_4:D:D_model1,70
6l49_4:Z:Z_model1,56
7w3f_15:LA:O_model1,71
6uby_1:F:F_model1,90
6nra_6:F:F_model1,75
3j3y_1:LP:9Q_model1,8
6m5g_1:B:B_model1,90
2aro_2:F:F_model1,56
4j8u_3:C:C_model1,14
8evr_60:HB:AX_model1,62
7of1_23:W:X_model1,62
5kgf_4:D:D_model1,34
3j6x_64:LB:17_model1,0
6l49_4:R:R_model1,56
7dbp_4:H:G_model1,14
8kd3_8:N:V_model1,70
1o19_4:EA:5_model1,90
3j3y_1:XMA:hV_model1,8
4u53_24:YC:d2_model1,17
6nr9_1:I:I_model1,7
8afi_1:A:A_model1,85
7wig_2:B:A_model1,64
7pfa_4:Y:h_model1,79
7x0a_2:D:b_model1,13
3j3q_1:ZL:ll_model1,8
8u6r_1:A:A_model1,32
5vtq_2:B:B_model1,59
3j3q_1:COA:38_model1,8
8qkt_6:H:HHH_model1,56
3j3q_1:WUA:jS_model1,8
8xbu_4:D:D_model1,56
3j3q_1:DY:4H_model1,8
6nqa_5:E:D_model1,56
1klv_1:A:A_model5,85
7vvu_7:G:D_model1,93
7x9b_1:A:A_model1,64
8pjk_1:A:A_model1,64
9b3d_1:C:C_model1,90
8sgq_7:L:D_model1,52
3j3q_1:YT:l3_model1,8
8a2r_1:E:E_model1,90
3j3q_1:MM:aw_model1,8
6la9_4:H:H_model1,56
6j50_21:U:d_model1,56
7nao_11:K:K_model1,60
6dpx_1:A:A_model1,54
3:00,8
6qnw_3:I:I_model1,10
3j3y_1:D:3A_model1,8
6uby_1:C:C_model1,90
7xfm_4:D:D_model1,93
8tqp_1:B:B_model1,25
3j3y_1:KX:8t_model1,8
7td4_2:B:A_model1,94
3j3y_1:YRA:iN_model1,8
3j34_1:FA:I_model1,8
6bno_1:D:D_model1,90
7y7i_4:D:D_model1,56
5x0y_4:D:D_model1,70
6bnp_2:K:E_model1,90
5tbw_18:KB:CR_model1,37
3dlg_1:A:A_model1,22
3j3q_1:LL:a4_model1,8
7wj5_1:A:A_model1,21
3j3y_1:GHA:5c_model1,8
7out_1:C:C_model1,47
5b0y_3:G:G_model1,86
7xvl_4:HA:R_model1,56
7w3b_20:T:t_model1,33
7d63_12:L:SO_model1,91
7u0g_3:G:G_model1,14
4k43_1:A:A_model1,90
3j3q_1:UK:hT_model1,8
3j3q_1:FG:5N_model1,8
8bzl_12:M:L_model1,92
8ru2_1:A:B_model1,61
6n8l_10:J:E_model1,5
8ewc_62:JB:AZ_model1,45
6r90_3:G:G_model1,86
6c0w_3:C:C_model1,31
7xti_29:EA:h_model1,56
6gqb_57:EB:z_model1,16
1p3p_4:E:C_model1,49
8ti3_1:A:A_model1,61
2ff6_3:C:A_model1,90
6r84_19:S:5_model1,37
7w0h_26:AA:c_model1,18
6fai_21:U:J_model1,16
8j9b_1:C:C_model1,61
7ttt_7:G:G_model1,7
8q0a_37:LA:l_model1,81
4v8y_26:Z:AR_model1,0
6e0p_4:D:D_model1,56
5it9_22:V:V_model1,23
6z4t_1:A:A_model1,88
7vl8_1:A:A_model1,64
6jyl_4:D:D_model1,70
3j3q_1:LI:Z_model1,8
3j3y_1:FIA:4v_model1,8
1svk_1:A:A_model1,94
3j3q_1:WRA:jM_model1,8
7a45_1:A:A_model1,39
7otx_1:A:A_model1,47
3j3q_1:CYA:3S_model1,8
4a0w_1:D:D_model1,66
5cn5_1:A:A_model1,15
3j3y_1:UMA:fM_model1,8
8evs_12:L:BV_model1,83
3j3q_1:OS:cm_model1,8
3j3q_1:MI:ao_model1,8
3j3q_1:CUA:3K_model1,8
3j3y_1:CBA:2V_model1,8
8p8n_11:K:QZ_model1,45
1p3f_5:J:H_model1,93
1k0t_1:A:A_model6,41
8ty6_1:D:D_model1,25
6lab_3:Q:Q_model1,14
3j3q_1:BV:2V_model1,8
7bti_1:B:B_model1,90
8v30_1:B:B_model1,61
7nan_8:V:V_model1,71
5mva_1:G:G_model1,90
8c4e_1:B:B_model1,90
1vxd_1:A:A_model1,19
7qj7_2:B:e_model1,61
3j3q_1:CY:3R_model1,8
3j3q_1:LYA:aV_model1,8
6wdr_9:I:J_model1,16
8sh9_2:J:a_model1,7
6y5j_2:B:B_model1,53
7y65_1:A:A_model1,21
3j3y_1:IOA:7G_model1,8
4v8z_58:FB:BX_model1,62
8f8r_1:G:G_model1,90
4a0o_1:O:O_model1,66
3j3y_1:CKA:2n_model1,8
8dk5_3:C:C_model1,14
8kb5_4:H:H_model1,56
3j3y_1:QFA:cH_model1,8
3j3y_1:HOA:6Y_model1,8
8bqx_36:JA:b_model1,17
6a5u_19:W:h_model1,56
6l49_3:U:U_model1,86
4a0o_1:L:L_model1,66
7pey_4:D:N_model1,79
7jo9_4:D:D_model1,34
8evi_5:E:C_model1,14
3j3y_1:ENA:4L_model1,8
1ll9_1:A:A_model1,54
8ty6_1:B:B_model1,25
6wjn_24:X:s_model1,92
7wz4_2:B:A_model1,21
8id3_4:D:A_model1,21
8a2s_1:D:D_model1,90
7w3j_14:BA:R_model1,60
6uz7_26:Z:AX_model1,26
5lf4_12:L:L_model1,92
6j4z_21:U:d_model1,56
1ken_2:D:D_model1,53
3rek_4:D:D_model1,70
7nvo_3:L:q_model1,35
8dnf_1:D:D_model1,61
6r84_48:VA:I_model1,5
1myf_1:A:A_model11,19
3j3q_1:YJA:kl_model1,8
2opq_1:A:A_model1,32
8yuv_1:A:A_model1,64
8agu_14:N:N_model1,74
7v96_6:F:D_model1,56
6y9w_1:B:B_model1,8
7pfw_4:D:d_model1,79
6l4a_4:N:N_model1,56
3j3q_1:KU:9x_model1,8
3j3q_1:GK:6K_model1,8
8h9q_2:I:G_model1,36
8cxb_14:P:Z_model1,92
3j3q_1:OE:cK_model1,8
7cow_6:J:H_model1,56
7oh9_4:H:H_model1,70
6t79_4:H:H_model1,79
8ugi_52:AB:3H_model1,96
6t7i_24:X:SW_model1,17
7yu3_2:B:A_model1,21
7p1g_2:E:B_model1,90
3lak_1:B:B_model1,22
6ri5_20:T:U_model1,37
7uti_1:B:D_model1,90
7pf0_4:D:D_model1,79
5lf7_8:H:H_model1,71
2v7q_3:G:G_model1,38
7k21_1:B:B_model1,90
7ota_1:A:A_model1,47
6jma_5:J:H_model1,56
4u52_15:PC:c3_model1,91
8c4c_1:A:A_model1,90
7qxn_32:FA:T_model1,33
8pfr_28:BA:LJ_model1,5
3j3y_1:XPA:hb_model1,8
6zko_40:OA:v_model1,81
5ndw_41:CC:M7_model1,37
3j3y_1:GKA:5i_model1,8
4a0o_1:B:B_model1,66
5dgf_53:CE:m7_model1,37
8hal_3:C:C_model1,14
6t7t_25:Y:SV_model1,83
8jh2_23:W:g_model1,14
3j3q_1:CRA:3E_model1,8
2yjf_1:A:A_model1,90
3j3q_1:HKA:7A_model1,8
6j50_20:X:g_model1,86
6nsf_2:B:B_model1,51
1o1a_4:EA:5_model1,90
4r8p_4:D:D_model1,70
6wjd_33:UA:t_model1,33
3j3y_1:B:1i_model1,8
3j3q_1:JFA:8f_model1,8
3gtc_1:A:A_model1,54
5dgv_11:LC:s9_model1,16
7xvl_4:BA:D_model1,56
3wkj_4:D:D_model1,56
7by0_4:D:D_model1,56
5xtc_11:K:c_model1,18
8p94_8:L:N_model1,61
8ud9_14:N:b_model1,33
7v9j_3:C:C_model1,14
7qxw_30:DA:R_model1,60
3j34_1:G:J_model1,8
6cxj_1:D:D_model1,61
3j3q_1:AEA:18_model1,8
3j3y_1:PKA:bj_model1,8
4reo_1:A:A_model1,6
3j3q_1:KEA:9S_model1,8
3j3q_1:UA:h9_model1,8
3j3q_1:AXA:1k_model1,8
6m5g_1:D:D_model1,90
7xt7_29:CA:d_model1,56
6xbj_2:B:A_model1,21
4u4u_11:K:S9_model1,16
8azk_11:Y:Y_model1,69
3j3q_1:UPA:he_model1,8
7va4_6:Z:h_model1,56
8cvt_20:TA:t_model1,33
3j3y_1:NKA:aI_model1,8
7nk1_3:C:C_model1,84
3j3q_1:WM:jB_model1,8
3j3q_1:BK:29_model1,8
3j3y_1:YIA:i5_model1,8
6zkm_40:OA:v_model1,81
5le5_8:V:V_model1,71
8g6s_3:G:G_model1,14
7zw0_21:U:sG_model1,0
6rey_11:Y:Y_model1,69
7so4_1:A:A_model1,32
1s32_5:J:H_model1,70
3j82_2:D:D_model1,61
6msb_28:CA:O_model1,71
6upk_3:C:C_model1,31
1lot_2:B:B_model1,90
1o1c_4:AA:0_model1,90
3j3y_1:CQA:2z_model1,8
6k1i_3:C:C_model1,14
6n8k_10:J:E_model1,5
7a1g_14:N:b_model1,17
7x9a_2:B:A_model1,64
7nxv_1:D:D_model1,90
3j3y_1:PLA:bl_model1,8
3j3q_1:VW:ig_model1,8
5lf0_8:H:H_model1,71
3x1v_5:J:H_model1,56
6t25_1:E:E_model1,90
6kll_1:D:D_model1,90
4u3u_64:LB:N8_model1,74
6jeo_3:O:dC_model1,41
6v2k_4:H:H_model1,56
3j3y_1:VMA:g4_model1,8
6i7o_28:BA:W_model1,16
1o1d_4:CA:2_model1,90
6k1j_4:D:D_model1,56
2wse_7:G:C_model1,43
3j3y_1:BSA:2J_model1,8
9b27_1:C:C_model1,90
7v90_3:G:G_model1,14
3j3y_1:ZGA:im_model1,8
8hoc_1:A:A_model1,21
7w3k_13:AA:O_model1,71
2ybb_16:P:h_model1,46
5i4l_24:X:D2_model1,17
7pj1_1:A:A_model9,14
3j3q_1:RK:f_model1,8
5ood_1:A:A_model1,90
4n0e_1:A:A_model1,94
6n8o_13:M:H_model1,5
7vl9_1:A:A_model1,64
3j3y_1:SY:eC_model1,8
8q3m_4:H:HHH_model1,56
3j3q_1:TFA:gV_model1,8
3j3q_1:OBA:cF_model1,8
8agt_48:VA:w_model1,55
2pav_1:A:A_model1,90
1myf_1:A:A_model9,19
7tpt_8:N:N_model1,90
5b32_4:D:D_model1,56
5tgm_63:ME:n7_model1,45
4u50_64:ME:n8_model1,74
3j3q_1:UBA:hC_model1,8
5gse_3:G:G_model1,86
3j3y_1:DJA:3U_model1,8
6qt0_21:U:U_model1,37
4kgc_3:C:C_model1,40
3j3y_1:QV:cj_model1,8
7w3c_19:PA:S_model1,92
4v8z_61:IB:Ba_model1,74
5t6n_2:D:D_model1,59
6n1d_4:HB:BL01_model1,11
4a13_1:N:N_model1,66
1eo8_2:B:B_model1,53
1p3i_4:I:G_model1,49
6k1k_4:D:D_model1,56
5gjr_27:OA:p_model1,71
3kxb_4:D:D_model1,70
6nrd_1:I:I_model1,7
3x1t_5:J:H_model1,56
8jne_3:G:G_model1,86
7va4_6:V:d_model1,56
3j3y_1:ZEA:ii_model1,8
3j3q_1:QHA:e5_model1,8
1y64_1:A:A_model1,90
3av2_3:G:G_model1,86
3j3y_1:JX:8A_model1,8
6r25_7:K:H_model1,56
6seg_4:H:H_model1,34
4uo3_2:F:F_model1,51
3j3q_1:KXA:E_model1,8
8ox0_3:G:G_model1,31
7x0v_6:F:I_model1,52
3hen_1:A:A_model1,88
3j3q_1:DW:4D_model1,8
1abs_1:A:A_model1,39
6kwy_12:L:L_model1,92
6nj9_4:H:H_model1,56
3j3y_1:LW:9a_model1,8
5t6r_28:BA:m_model1,45
3j3y_1:JR:83_model1,8
6zqd_57:HB:DW_model1,17
6nra_8:H:H_model1,35
5vtw_2:D:D_model1,59
5mva_1:I:I_model1,90
7qim_1:D:D_model1,90
6sv4_28:PF:Wc_model1,16
7dwq_4:D:C_model1,41
5m32_13:M:a_model1,33
3azi_3:G:G_model1,86
7qya_32:FA:T_model1,33
6msb_33:HA:T_model1,33
5osf_1:A:A_model1,67
3j3q_1:TLA:gh_model1,8
8ox0_4:D:D_model1,34
4fnk_2:D:D_model1,59
7dr2_3:C:aC_model1,43
3ba2_1:A:A_model1,15
3j3y_1:RHA:d3_model1,8
6aov_2:B:B_model1,51
4u4n_43:RD:l6_model1,5
1c0u_1:A:A_model1,22
5fci_23:W:D1_model1,83
4h4o_1:A:A_model1,9
3j3y_1:XG:hI_model1,8
3j3y_1:CX:37_model1,8
3j3q_1:YQ:ky_model1,8
7kre_1:A:A_model1,9
3j3q_1:EFA:4X_model1,8
6vz4_3:G:G_model4,40
3j3y_1:SQ:e2_model1,8
4k41_1:A:A_model1,90
2yng_1:A:A_model1,22
1zho_2:H:G_model1,6
1f66_5:F:D_model1,70
3j3y_1:ZW:w_model1,8
7bv4_1:E:E_model1,85
8tov_1:H:H_model1,25
7zrs_53:AB:BO_model1,37
3j3q_1:OXA:cx_model1,8
5av9_3:G:G_model1,86
7ztc_1:C:C_model1,61
3j3q_1:QMA:eF_model1,8
6zku_40:OA:v_model1,81
3j8k_1:E:E_model1,90
8evr_12:L:BV_model1,83
5dgf_64:NE:n8_model1,74
7qxu_27:AA:O_model1,71
6m3v_3:G:G_model1,14
4puo_1:C:C_model1,47
8y37_10:J:F_model1,27
6rbe_15:O:W_model1,17
8ra6_1:A:A_model1,15
3w98_4:D:D_model1,56
6a5t_18:R:c_model1,86
8ccs_38:LA:M_model1,74
8t3t_4:H:H_model1,70
5apn_28:BA:Z_model1,45
3j3y_1:YT:iP_model1,8
3j3q_1:OTA:cp_model1,8
3j3q_1:ZY:x_model1,8
4u4z_15:PC:c3_model1,91
1hgd_2:B:B_model1,53
8sn3_4:D:D_model1,56
6ne3_5:H:H_model1,56
6bnp_2:I:C_model1,90
6qpg_3:C:C_model1,10
8k4o_4:D:C_model1,94
4rwt_1:D:B_model1,61
8oid_1:B:B_model1,61
6buz_4:D:D_model1,56
3aze_3:C:C_model1,86
8p8m_43:QA:QX_model1,62
3j3y_1:GY:62_model1,8
5y0d_3:C:C_model1,86
1mqm_2:D:E_model1,51
2vlz_1:A:A_model1,15
5hgl_1:B:B_model1,25
8he5_21:U:d_model1,56
7top_8:H:AL06_model1,5
5hgl_1:F:F_model1,25
6gvc_1:D:D_model1,90
6yxr_7:G:C_model1,43
8a2t_1:A:A_model1,90
3j3y_1:QF:cG_model1,8
3j3y_1:VLA:g2_model1,8
3j3y_1:QJ:cO_model1,8
1myi_1:B:B_model1,88
7yfp_1:A:A_model1,61
6upv_2:D:B_model1,90
6n8l_4:D:a_model1,74
8sn9_4:H:H_model1,56
8f8t_1:C:C_model1,90
6n1d_4:D:AL01_model1,11
9az4_1:A:A_model1,90
1myf_1:A:A_model2,19
2yje_1:A:A_model1,90
8uz0_1:D:M_model1,90
8qyo_11:Y:Y_model1,60
5mvy_1:D:D_model1,90
3j3q_1:SN:fv_model1,8
7xx6_4:X:l_model1,56
8ugi_37:LA:1l_model1,18
7v31_26:AA:c_model1,18
7c0m_4:O:d_model1,56
3hmg_2:D:D_model1,53
7plz_2:G:G_model1,90
8h1t_4:D:D_model1,56
3j3y_1:LKA:9H_model1,8
5mei_51:YD:s2_model1,87
3une_8:XA:x_model1,3
6z6p_8:H:D_model1,56
1dtt_1:A:A_model1,22
7w3i_16:P:o_model1,71
5ndg_11:K:S9_model1,16
1npf_1:A:A_model1,15
3j3q_1:FQ:5h_model1,8
1myf_1:A:A_model12,19
8t32_1:A:A_model1,85
8d16_1:B:B_model1,90
5lyb_53:AB:M7_model1,37
6anu_1:F:F_model1,61
6vyp_4:D:D_model1,70
5thf_2:F:F_model1,59
8cxb_13:CA:K_model1,60
5vfo_11:K:Q_model1,69
7suk_14:N:LE_model1,17
5jup_71:SB:SB_model1,83
7va4_6:J:R_model1,56
3j3y_1:IA:6o_model1,8
7yqk_3:C:C_model1,14
3j3q_1:GDA:67_model1,8
6iq4_4:D:D_model1,56
6t7t_18:R:SN_model1,91
4u50_19:TC:c7_model1,0
8i1u_6:F:F_model1,75
8r90_1:A:A_model1,15
7utj_1:A:A_model1,90
3j3y_1:SD:dd_model1,8
3j3q_1:DQ:41_model1,8
7pfa_4:P:R_model1,79
1hgf_2:D:D_model1,53
1k0t_1:A:A_model13,41
7xvm_4:D:D_model1,56
8c83_12:L:Y_model1,91
3j3q_1:LO:aA_model1,8
8v2o_1:C:C_model1,61
3j3q_1:SUA:g9_model1,8
7xfi_4:H:H_model1,93
5cym_1:A:A_model1,9
7wtr_12:L:SW_model1,17
1tkt_1:A:A_model1,22
8ihl_4:H:H_model1,56
1rgi_2:B:A_model1,90
5nbm_2:D:D_model1,61
8smw_4:D:D_model1,56
8hqy_3:C:C_model1,14
7u0j_4:H:H_model1,56
7y7a_24:XNB:Co_model1,43
7r4g_37:LA:l_model1,81
7v9j_4:P:R_model1,56
4v8u_38:LA:BC_model1,11
5imq_29:CA:Z_model1,6
6fo2_8:H:H_model1,46
9fh9_4:E:C_model1,14
5gse_4:D:D_model1,56
4rw4_1:A:A_model1,32
3cjc_1:A:A_model1,90
2wsc_7:G:C_model1,43
5ndw_17:GA:D2_model1,17
1h8h_3:G:G_model1,38
3ogb_1:A:A_model1,88
8bn3_24:X:C3_model1,91
5jrg_3:C:C_model1,86
8iah_5:Q:G_model1,61
6t23_1:D:D_model1,90
8oos_7:G:P_model1,34
3j3y_1:LQA:9T_model1,8
4u4r_64:LB:N8_model1,74
7asl_1:A:A_model1,8
8q1p_37:LA:l_model1,81
5ndw_31:IB:L6_model1,5
6y9z_1:C:C_model1,8
4zux_3:M:M_model1,40
5t6r_8:H:H_model1,5
8shq_5:M:d_model1,52
5ley_10:J:J_model1,69
3j3y_1:INA:7E_model1,8
4eah_1:H:H_model1,90
3j3q_1:JJ:8m_model1,8
3j3q_1:QC:dv_model1,8
2vlx_1:A:A_model1,15
6la2_4:LA:X_model1,56
4pnj_1:A:A_model1,19
7lsw_1:B:B_model1,85
7b7d_17:Q:Y_model1,91
3j3q_1:WWA:jW_model1,8
3j3q_1:POA:dU_model1,8
5i4l_64:LB:N8_model1,74
7vvy_3:C:G_model1,61
1o18_4:DA:4_model1,90
6yov_3:G:G_model1,14
7xfh_3:C:C_model1,49
3j3y_1:OR:bD_model1,8
4u53_4:D:S2_model1,87
4r67_14:PA:p_model1,33
3j3y_1:FU:5G_model1,8
6rgq_11:Y:Y_model1,69
6z6k_64:LB:La_model1,74
6msk_33:UA:t_model1,33
4wu9_4:D:D_model1,70
7mpi_22:V:BV_model1,83
3j3y_1:PNA:bp_model1,8
4u51_11:K:S9_model1,16
3j3y_1:RMA:dD_model1,8
7snq_1:E:E_model1,25
3j3q_1:MKA:at_model1,8
6r0c_3:G:G_model1,14
3j3y_1:CO:2u_model1,8
7xvm_3:G:G_model1,14
3aze_4:H:H_model1,56
8dx8_1:A:A_model1,9
7zpq_64:LB:BZ_model1,74
6vz4_4:D:D_model6,56
8sfe_4:L:d_model1,52
8f22_1:C:C_model1,25
6nra_4:D:D_model1,52
5gak_23:W:I_model1,5
6t4q_18:R:SR_model1,0
1klv_1:A:A_model12,85
6skm_1:F:F_model1,8
5ln3_5:E:4_model1,69
6y7c_17:Q:R_model1,0
3j3q_1:ME:ag_model1,8
7xx6_4:D:H_model1,56
6trd_3:AA:3_model1,41
8hr1_4:H:H_model1,56
7qco_3:N:c_model1,43
5tga_61:KE:n5_model1,62
7p1g_2:B:A_model1,90
6iug_1:E:E_model1,61
6t93_3:C:C_model1,86
3wa9_4:D:D_model1,56
8haj_3:C:C_model1,14
7x3j_8:O:z_model1,75
5ooc_1:D:D_model1,90
7xx5_3:Q:Q_model1,14
8uz1_1:G:P_model1,90
4uo8_2:B:B_model1,51
1rdw_1:A:X_model1,90
8t3y_4:D:D_model1,70
4v8n_37:RC:DC_model1,11
6i7o_21:EC:R_model1,87
8uee_1:F:L_model1,90
7asl_1:R:R_model1,8
8a3y_26:AA:c_model1,14
2gwj_1:A:A_model1,90
3j3q_1:GA:60_model1,8
8d17_1:A:A_model1,90
3afa_3:G:G_model1,86
8d17_1:C:C_model1,90
1fco_1:A:A_model1,54
9az4_1:F:F_model1,90
7ash_1:I:I_model1,8
7qxu_30:DA:R_model1,60
6sv4_40:YC:ac_model1,83
3j3q_1:TSA:gv_model1,8
3j3y_1:WD:gU_model1,8
4u4o_23:XC:d1_model1,83
7r5r_3:G:G_model1,31
3u3e_1:A:A_model1,19
3j3y_1:XA:h6_model1,8
3j3y_1:EFA:45_model1,8
3j3y_1:ZAA:ia_model1,8
3j3y_1:HO:6X_model1,8
8sgq_5:F:Q_model1,35
7ccr_4:S:S_model1,56
7nha_3:C:C_model1,84
5fcj_11:K:S9_model1,16
5ndg_61:JE:n5_model1,62
7xzx_3:C:C_model1,86
6cxi_1:A:A_model1,61
7ahn_1:A:A_model1,90
7vvz_14:R:G_model1,61
6djm_1:D:D_model1,90
1agr_1:B:D_model1,94
3j3q_1:HYA:7c_model1,8
7v9j_4:L:N_model1,56
3j3q_1:HF:7_model1,8
8ugn_52:AB:3H_model1,96
3j3y_1:NZ:ae_model1,8
8qkt_3:M:MMM_model1,14
2hdu_1:B:B_model1,54
3j3q_1:AW:1h_model1,8
8pw5_64:XB:l1_model1,18
5dgv_43:RD:l6_model1,5
8i9u_8:P:P_model1,35
7w3c_20:QA:T_model1,33
7kbf_4:D:D_model1,93
6hkt_4:N:R_model1,56
6snt_62:JB:ap_model1,74
8hr1_4:D:D_model1,56
3j3y_1:SOA:e_model1,8
7nvm_10:S:K_model1,61
3j3y_1:BA:1j_model1,8
7ad9_2:J:I_model1,90
8dxb_1:A:A_model1,9
4fqr_2:X:X_model1,59
7pfe_4:D:d_model1,79
5apn_26:Z:X_model1,62
4w29_20:CC:AY_model1,42
3j3q_1:XLA:k_model1,8
6kdo_1:D:C_model1,32
4u55_24:X:D2_model1,17
6msb_31:FA:R_model1,60
7pm3_1:B:C_model1,90
6epf_13:M:6_model1,28
5mva_1:L:L_model1,90
4kz3_1:B:B_model1,54
3j3y_1:ZR:q_model1,8
1p3l_5:J:H_model1,93
8hki_5:J:g_model1,24
7naq_11:K:K_model1,60
4v5g_38:MA:BC_model1,11
6nzo_4:D:D_model1,80
3j3y_1:G:5M_model1,8
7n9x_1:A:AAA_model1,25
8pp7_5:K:G_model1,14
4zux_4:R:R_model1,80
9ja0_1:E:E_model1,8
5dc3_15:PC:c3_model1,91
3sdy_2:B:B_model1,59
8v27_3:G:G_model1,14
3j3y_1:UO:fP_model1,8
8wmw_3:C:C_model1,43
3j3y_1:RW:dS_model1,8
6nrc_7:O:I_model1,7
8fz5_9:I:I_model1,3
5vfq_13:M:s_model1,92
3j3y_1:MS:P_model1,8
6n8n_24:X:c_model1,37
8kfi_1:A:A_model1,88
3lel_3:M:M_model1,14
5kuy_2:F:F_model1,59
8jcc_3:C:C_model1,14
6la9_3:M:M_model1,14
8x15_11:S:S_model1,61
4u52_43:QA:L6_model1,5
4u4r_53:AB:M7_model1,37
9ja0_1:J:J_model1,8
1rt7_1:A:A_model1,22
3j3y_1:EKA:4F_model1,8
3j3y_1:KBA:8H_model1,8
4rw6_1:A:A_model1,32
5lf6_10:J:J_model1,69
4u3m_4:EC:s2_model1,87
5ln3_6:F:5_model1,60
1hge_2:F:F_model1,53
7r94_1:E:E_model1,90
7und_28:FA:g_model1,40
5dgf_64:LB:N8_model1,74
6z6k_15:O:SJ_model1,16
3j3y_1:IGA:70_model1,8
7dkf_8:S:T1_model1,46
6wkr_12:P:S_model1,70
8smw_4:H:H_model1,56
6kmx_3:U:cC_model1,41
4eah_1:F:F_model1,90
9b0k_1:E:E_model1,90
3j3q_1:UJ:hR_model1,8
4u3m_64:LB:N8_model1,74
3j3q_1:BJA:28_model1,8
3ayw_4:H:H_model1,56
5xrs_2:D:D_model1,51
9ja0_1:K:K_model1,8
8v2z_1:B:B_model1,61
3j3q_1:HL:7B_model1,8
7zpq_27:AA:AV_model1,83
8bn3_62:JB:N8_model1,74
4u4r_19:TC:c7_model1,0
8shl_4:L:d_model1,52
3j3q_1:YA:kS_model1,8
6snt_24:X:W_model1,17
7u46_4:D:D_model1,34
3j3q_1:IRA:8D_model1,8
5dat_53:AB:M7_model1,37
8evp_62:JB:AZ_model1,45
7u2k_4:D:A_model1,21
5ndv_29:CD:n8_model1,74
4u0b_1:I:I_model1,25
3j3q_1:MA:aY_model1,8
6vz4_4:D:D_model4,56
7bt7_1:D:D_model1,90
3une_13:M:a_model1,29
6bnp_2:G:A_model1,90
4u3n_19:S:C7_model1,0
6tpm_1:A:A_model1,54
6y9v_1:E:G_model1,8
3j3q_1:JF:8e_model1,8
5zbx_4:H:H_model1,56
6m4d_4:D:D_model1,56
8jpn_1:A:A_model1,21
3j3y_1:JP:8_model1,8
7uti_1:A:C_model1,90
6esg_4:H:H_model1,70
5xm1_4:H:H_model1,56
8cdr_33:GA:J_model1,62
8ccs_77:YB:t_model1,0
8hki_3:E:D_model1,52
5mvy_1:C:C_model1,90
7brt_1:B:B_model1,73
2vcp_1:A:A_model1,90
3j3y_1:PS:by_model1,8
3jap_17:Q:N_model1,16
7lup_3:F:N_model1,52
4u51_64:NE:n8_model1,74
3j3q_1:NG:bZ_model1,8
8uh3_2:B:A_model1,21
4u6f_4:EC:s2_model1,87
7u4d_4:D:D_model1,34
3j3q_1:BOA:2I_model1,8
6yn1_1:F:K_model1,14
8qyo_11:K:K_model1,60
6hkt_3:OA:W_model1,86
6c1h_1:E:E_model1,90
6wz9_4:D:D_model1,70
1bje_1:A:A_model1,88
8vfz_7:I:D_model1,56
7zw0_25:Y:sa_model1,83
6nhg_8:H:H_model1,46
1efr_3:G:G_model1,38
7w39_19:S:S_model1,92
3j3q_1:XU:kG_model1,8
2xql_2:B:B_model1,56
3j3q_1:TUA:gz_model1,8
6m62_32:FA:Z_model1,45
5ndv_28:BA:N7_model1,45
5tsx_1:E:E_model1,25
2ypg_2:F:F_model1,53
3j3q_1:VDA:i5_model1,8
7sx8_1:F:G_model1,90
3j3q_1:PUA:dg_model1,8
8bip_28:BA:La_model1,74
8cog_1:A:F_model1,61
7zsb_34:HA:d_model1,70
8qkt_6:R:RRR_model1,56
3j3y_1:DQA:3i_model1,8
9c84_1:B:B_model1,54
8v30_1:A:A_model1,61
1klv_1:A:A_model15,85
6r70_11:K:J_model1,69
4j8x_4:H:H_model1,70
3j3q_1:MC:ac_model1,8
8sn2_3:C:C_model1,14
6wez_2:B:B_model1,51
3j3y_1:YU:iQ_model1,8
6c1h_1:C:C_model1,90
6epe_13:M:6_model1,28
8d18_1:F:F_model1,90
8ib8_1:A:A_model1,7
7zuw_53:AB:BO_model1,37
8bip_25:Y:LX_model1,62
1as3_1:A:A_model1,94
5z3o_4:D:D_model1,70
5lf0_8:V:V_model1,71
3j3y_1:PPA:bt_model1,8
8atf_7:G:O_model1,14
6yeo_1:D:D_model1,54
3j3q_1:OFA:cN_model1,8
3j3q_1:EF:4W_model1,8
8ceh_83:EC:y_model1,17
7v9k_3:AA:C_model1,14
6c0p_1:A:A_model1,9
6n4f_2:D:D_model1,51
3j3q_1:LUA:aN_model1,8
3j3y_1:VL:g1_model1,8
7mpj_22:V:BV_model1,83
7w3h_18:R:r_model1,60
8jh3_19:S:d_model1,56
8smy_4:H:H_model1,56
3j3y_1:EMA:4J_model1,8
7plu_2:I:G_model1,90
4u3n_64:LB:N8_model1,74
1h8e_3:G:G_model1,38
6msh_33:GA:T_model1,33
1t44_2:B:A_model1,90
4u4u_43:QA:L6_model1,5
7pex_4:H:h_model1,79
7oh3_26:Z:X_model1,62
5lyb_4:EC:s2_model1,87
